txid,amount,shopper_country,issuer_country,shopper_email,creation_date,card_number_hash,txvariantcode,bin,currency,fraud
403,270972,NO,NO,ester.hooker@gmail.com,13/10/2016 07:34 PM,01a50599d0637bb529,visaproprietary,493805,EUR,0
404,462488,RO,RO,brandee.solomon@hotmail.com,13/10/2016 07:34 PM,75ae7aaccb474b6510,visadankort,262652,AUD,0
405,637357,RO,RO,natasha.trader@msn.com,13/10/2016 07:39 PM,05746c77656ab42e5b,visacorporatecredit,550488,SEK,0
406,178783,DE,DE,esther.chavarria@yahoo.com,13/10/2016 08:16 PM,83ec666fe446828bac,amex_androidpay,419726,EUR,1
407,523992,SE,SE,sarita.surprenant@aol.com,13/10/2016 08:41 PM,79e0376f1ac8dcedee,visacommercialcredit,869972,NOK,0
408,894179,SE,SE,misty.havlik@aol.com,13/10/2016 10:51 PM,12c545fdff4bf6908d,vpay,290567,CAD,0
409,210224,US,US,annamarie.ogle@msn.com,14/10/2016 12:07 AM,b044f672c8fa954e25,visaproprietary,287989,GBP,0
410,189985,FI,NO,elyse.manalo@yahoo.com,14/10/2016 12:40 AM,ef45cbf9402eaf6005,"bijcard, mccommercialdebit",268424,NOK,0
411,587904,CA,GB,lorina.bechtel@yahoo.com,14/10/2016 12:42 AM,fcd0a17175ab61b642,bcmc_mobile,391000,SEK,0
412,117085,SE,SE,gaynelle.beausoleil@gmail.com,14/10/2016 01:16 AM,7a545dae0848b64ec2,visapurchasingdebit,726548,GBP,0
413,636933,NL,NL,lonna.amann@hotmail.com,14/10/2016 01:50 AM,a93d5212efab8d6176,cirrus,729410,AUD,0
414,566254,NO,NO,beata.swanner@aol.com,14/10/2016 02:13 AM,c2660f903e7c0f63b1,mccorporatedebit,372693,SEK,0
415,734685,NL,DE,adolfo.spurlock@yahoo.com,14/10/2016 02:17 AM,d4c95afbb3a1eb3d44,travelmoney,146324,GBP,0
416,160309,CN,CN,rayford.vesey@yahoo.com,14/10/2016 04:07 AM,447b36d8d48015215f,mc,175030,GBP,0
417,896582,UA,UA,bryce.riffel@aol.com,14/10/2016 04:33 AM,a3a96fd80ff04f69a0,visasuperpremiumdebit,983418,AUD,0
418,477475,DE,DE,wanda.pakele@aol.com,14/10/2016 06:35 AM,8e092ed463195f5452,mc_androidpay,257300,CAD,0
419,948559,DE,SE,ester.hooker@gmail.com,14/10/2016 07:15 AM,ae1b2391074bd24a0a,amex,770050,SEK,0
420,55241,NL,NL,bryce.riffel@hotmail.com,14/10/2016 07:34 AM,e2a144461605f98d79,visaalphabankbonus,313528,GBP,0
421,673214,FI,FI,thomasena.sprayberry@yahoo.com,14/10/2016 10:29 AM,80bf94be4db5e221a8,mc_androidpay,337133,CAD,0
422,345625,NI,NI,lavenia.jaffee@gmail.com,14/10/2016 01:25 PM,97aa2e1baae9be291c,mccommercialcredit,633631,SEK,1
423,130521,CN,AU,tess.haslett@hotmail.com,14/10/2016 01:58 PM,5348d5a4e06c2098d2,mccommercialpremiumdebit,258058,NOK,0
424,421994,AU,AU,chantel.albus@msn.com,14/10/2016 05:02 PM,d63fe49e6f77615ceb,visa_applepay,796726,SEK,0
425,346714,FI,FI,teresa.hilgefort@yahoo.com,14/10/2016 06:08 PM,9e43b8c02ea23b060d,visaproprietary,516477,CNY,0
426,112081,GB,GB,margarete.wadlow@msn.com,14/10/2016 07:15 PM,c9786cc88a95481ea5,bcmc,312082,AUD,0
427,289611,UA,UA,roosevelt.poor@msn.com,14/10/2016 07:48 PM,81c507785459c2e7d1,mcpurchasingdebit,413745,USD,0
428,166305,UA,UA,trey.mikus@aol.com,14/10/2016 08:16 PM,74de80b7f1df0594f3,visahipotecario,146149,CNY,0
429,939478,US,US,toney.yale@yahoo.com,14/10/2016 09:40 PM,e8d25062d606ea08f5,travelmoney,408294,CNY,0
430,10977,FR,FR,leone.bracero@yahoo.com,14/10/2016 10:55 PM,5a0b96ea9a9d0b92e1,"bijcard, mccommercialdebit",907886,SEK,0
431,878610,CN,CN,tess.haslett@hotmail.com,14/10/2016 11:21 PM,51d76c13697fd5639b,mcalphabankbonus,141534,USD,0
432,145470,DE,DE,lorina.bechtel@aol.com,14/10/2016 11:36 PM,9f9d9e192ebc8471eb,amex_samsungpay,988745,NOK,0
433,342816,FR,FR,daren.burk@gmail.com,15/10/2016 12:02 AM,54d51d1d95c5c2c8c9,visa,450925,USD,0
434,542560,CN,CN,ivy.rickenbacker@yahoo.com,15/10/2016 12:06 AM,9028cffb15efb4c05b,mccorporate,605672,EUR,0
435,8856,FI,FI,bo.cuddy@msn.com,15/10/2016 01:20 AM,5736b783974f1432a7,visadankort,967303,EUR,0
436,976887,CA,CA,lashay.creager@msn.com,15/10/2016 03:17 AM,c63dee94c3409c605a,visastandardcredit,212133,NOK,0
437,432108,UA,UA,pearl.letts@msn.com,15/10/2016 03:27 AM,56e10964326c647f1c,mccorporate,102970,CAD,0
438,301898,NI,NI,lavenia.jaffee@gmail.com,15/10/2016 03:50 AM,f89937f5bbb25850ee,visadankort,102482,GBP,1
439,60012,NI,NI,lavenia.jaffee@gmail.com,15/10/2016 03:50 AM,f89937f5bbb25850ee,visadankort,102482,CAD,1
440,697551,NI,NI,lavenia.jaffee@gmail.com,15/10/2016 03:51 AM,97aa2e1baae9be291c,mccommercialcredit,633631,CNY,1
441,30472,NI,NI,lavenia.jaffee@gmail.com,15/10/2016 03:52 AM,97aa2e1baae9be291c,mccommercialcredit,633631,CAD,1
442,232436,NI,NI,lavenia.jaffee@gmail.com,15/10/2016 03:54 AM,f89937f5bbb25850ee,visadankort,102482,GBP,1
443,584619,CA,CA,hoa.duffer@msn.com,15/10/2016 05:19 AM,10d272c42c76b02b70,mcdebit,540205,AUD,0
444,145340,FI,FI,ivy.rickenbacker@msn.com,15/10/2016 05:47 AM,148c5a59bb1b525d5d,mccommercialcredit,128463,GBP,0
445,505744,CA,CA,kendra.kiss@msn.com,15/10/2016 06:12 AM,77f1b8a0baf0181e75,visacommercialdebit,166122,SEK,0
446,858645,BE,BE,randell.schwartzman@gmail.com,15/10/2016 06:17 AM,2303eca2edade8ae29,visastandarddebit,404820,NOK,0
447,890368,SE,SE,audrey.lentini@gmail.com,15/10/2016 06:31 AM,48f41238275d320875,visadankort,382563,CNY,0
448,262688,BE,GB,mallory.heyer@gmail.com,15/10/2016 07:01 AM,d1b73359fc91107445,visahipotecario,427104,CAD,1
449,288665,US,US,leah.gillette@gmail.com,15/10/2016 09:42 AM,d0ecd9c8d264ecdae0,visapurchasingdebit,227989,AUD,0
450,467807,NO,RO,lavenia.jaffee@yahoo.com,15/10/2016 10:34 AM,4860c3887efe711a58,visastandarddebit,362161,CNY,1
451,591211,GB,GB,romelia.salgado@gmail.com,15/10/2016 12:16 PM,efd2a37fd89e077d61,visacommercialcredit,424446,SEK,0
452,121650,BE,AU,mallory.heyer@gmail.com,15/10/2016 12:31 PM,1e9e14bea876e6c57d,maestrouk,302973,GBP,1
453,951429,FR,FR,thomasena.sprayberry@msn.com,15/10/2016 12:49 PM,385dc2c7659da09a1a,"bijcard, mccommercialdebit",106186,USD,0
454,587930,FR,RO,juan.trinidad@hotmail.com,15/10/2016 01:59 PM,515280d93cfa0971a1,visabusiness,744254,GBP,0
455,298866,NI,NI,lavenia.jaffee@gmail.com,15/10/2016 02:38 PM,f89937f5bbb25850ee,visadankort,102482,GBP,1
456,359081,NI,NI,imogene.kasper@aol.com,15/10/2016 03:10 PM,0a4379a67f1f817e67,visasignature,810952,GBP,0
457,570045,BE,BE,roosevelt.poor@msn.com,15/10/2016 03:14 PM,bdeef0853913034af8,bcmc,447641,NOK,0
458,618255,UA,UA,deirdre.jahns@gmail.com,15/10/2016 03:36 PM,0cd4e2cf6d37f0094d,amex_samsungpay,679457,CAD,1
459,695169,DE,DE,esther.chavarria@yahoo.com,15/10/2016 04:03 PM,83ec666fe446828bac,amex_androidpay,419726,AUD,1
460,257561,DE,DE,leah.gillette@gmail.com,15/10/2016 05:01 PM,a032066f3417aa1479,electron,906755,GBP,0
461,984231,UA,UA,trey.mikus@aol.com,15/10/2016 08:32 PM,3811695192beb02444,visacorporate,100138,NOK,0
462,464100,FI,FI,kelley.pazos@aol.com,15/10/2016 09:44 PM,b6fc6b7229bdb23b86,visahipotecario,101004,USD,1
463,611546,AU,AU,liana.lev@msn.com,15/10/2016 10:10 PM,2f13599ce8688c78b3,visacorporate,963296,GBP,0
464,870244,CA,CA,magaret.franchi@hotmail.com,15/10/2016 10:51 PM,6626099ca634c67bd4,visafleetcredit,669034,CAD,0
465,109673,FR,FR,merlin.starrett@aol.com,15/10/2016 10:52 PM,ca2e1268adc23d1c7a,mc_androidpay,852150,AUD,0
466,538379,NI,NI,magaret.franchi@gmail.com,15/10/2016 11:24 PM,6a0fa2fb173701b1ea,mc_applepay,601574,NOK,0
467,559282,NL,NL,teresa.hilgefort@gmail.com,16/10/2016 12:04 AM,0fac5e8b7dd9b6b8f6,visasignature,837818,GBP,0
468,457263,NI,NI,millicent.marini@gmail.com,16/10/2016 12:31 AM,7dbde2e61140f39052,vpay,399005,CAD,0
469,103994,FI,FI,katharine.fahey@aol.com,16/10/2016 01:07 AM,3a56204429ad790eed,visastandarddebit,939552,USD,1
470,244535,CN,CN,rodolfo.isabelle@yahoo.com,16/10/2016 01:45 AM,abd25aae160bab4562,mc_samsungpay,706944,NOK,0
471,650190,GB,GB,francesco.mccormack@yahoo.com,16/10/2016 02:17 AM,7e1967cefed0dadd17,visacorporatecredit,261131,SEK,0
472,628628,NL,DE,adolfo.spurlock@yahoo.com,16/10/2016 03:26 AM,d4c95afbb3a1eb3d44,travelmoney,146324,NOK,0
473,541911,BE,BE,alejandra.hollinger@aol.com,16/10/2016 04:36 AM,9e0412644da8220408,maestrouk,977936,AUD,0
474,91371,AU,AU,jutta.festa@aol.com,16/10/2016 04:59 AM,a6b263366f7a9d6e4d,visasignature,346074,AUD,0
475,959398,BE,BE,beata.swanner@msn.com,16/10/2016 05:46 AM,64f704972e739f7933,mc,235855,AUD,0
476,70001,AU,AU,elyse.manalo@gmail.com,16/10/2016 08:12 AM,fec052caf51c0727d8,mccorporatedebit,733921,GBP,0
477,549544,BE,BE,georgianne.patricia@yahoo.com,16/10/2016 08:34 AM,5e71a6fffbeef93ee2,mcstandarddebit,861992,AUD,0
478,924511,FR,FR,conchita.brodeur@yahoo.com,16/10/2016 09:12 AM,2c360950ac63e8003a,mc_samsungpay,942125,CNY,0
479,360241,CA,CA,lashay.creager@msn.com,16/10/2016 09:36 AM,7f3f7f50f05f89383e,visasuperpremiumdebit,963639,AUD,0
480,123198,CN,CN,lieselotte.crichton@msn.com,16/10/2016 10:37 AM,a1e75fbe6872e6b08c,visapremiumcredit,732551,CNY,0
481,74629,FI,FI,tess.haslett@yahoo.com,16/10/2016 11:07 AM,de097567c79138c7a6,visaplatinum,128503,CNY,1
482,348133,SE,SE,gaynelle.beausoleil@gmail.com,16/10/2016 12:44 PM,e581d2d073f88f8a6c,mcstandardcredit,109641,SEK,0
483,543929,NO,NI,lavenia.jaffee@yahoo.com,16/10/2016 01:02 PM,b4fde889ef003ff896,visacorporate,718459,GBP,1
484,95116,DE,DE,imogene.kasper@yahoo.com,16/10/2016 02:13 PM,cfa23d9f817fddbb3a,amex_androidpay,398423,EUR,0
485,565394,CN,AU,tess.haslett@hotmail.com,16/10/2016 03:44 PM,5348d5a4e06c2098d2,mccommercialpremiumdebit,258058,SEK,0
486,971719,CN,CN,rubye.granado@yahoo.com,16/10/2016 04:45 PM,2cab8d39e5718e202b,visacommercialcredit,581422,EUR,0
487,194001,CN,CN,rodolfo.isabelle@yahoo.com,16/10/2016 05:00 PM,073d1f1045f06e0367,visasaraivacard,597658,SEK,0
488,995157,BE,SE,audrey.lentini@yahoo.com,16/10/2016 06:23 PM,614983f505b4e66fd8,maestro,259865,CAD,0
489,393508,AU,AU,millicent.marini@gmail.com,16/10/2016 06:56 PM,5964001ed9a9effb65,mcsuperpremiumcredit,116765,NOK,0
490,148051,BE,BE,chery.gateley@gmail.com,16/10/2016 11:55 PM,a35e18aaaaea8004e0,visacommercialdebit,573401,CNY,0
491,415940,AU,AU,lieselotte.crichton@gmail.com,17/10/2016 01:05 AM,5b6b106296d5679805,visahipotecario,676502,CNY,0
492,918620,CN,CN,marta.nathaniel@hotmail.com,17/10/2016 01:50 AM,e714a3c7af95043bd9,visa_applepay,942776,NOK,0
493,862074,DE,DE,leone.bracero@yahoo.com,17/10/2016 02:00 AM,3aa2332819d2d2e367,amex_samsungpay,987410,GBP,0
494,435971,SE,SE,ivy.rickenbacker@gmail.com,17/10/2016 07:07 AM,50e960fa6e9a0985f0,visaproprietary,550950,NOK,0
495,23849,CA,CN,phil.moreau@msn.com,17/10/2016 07:24 AM,98ac99be6666486150,visasaraivacard,760782,GBP,0
496,539245,GB,GB,rashad.legendre@msn.com,17/10/2016 12:16 PM,feaf6f2f8ad977a01e,visacorporate,560963,NOK,0
497,855673,UA,UA,leone.bracero@yahoo.com,17/10/2016 12:20 PM,88ac9bc6c071b4efb3,visasuperpremiumdebit,758709,NOK,0
498,946990,NI,NI,millicent.marini@gmail.com,17/10/2016 01:20 PM,7dbde2e61140f39052,vpay,399005,CAD,0
499,715531,GB,GB,bonnie.miles@yahoo.com,17/10/2016 03:42 PM,0c23aa8a1844618034,maestro,329553,CAD,0
500,593485,US,US,teresa.hilgefort@yahoo.com,17/10/2016 04:16 PM,357516751e99af165e,mcatm,644153,CAD,0
501,130805,US,US,sydney.rusek@msn.com,17/10/2016 05:02 PM,9f6897e749edbc94d6,visapremiumcredit,808586,EUR,0
502,605197,CN,CN,bo.cuddy@msn.com,17/10/2016 06:25 PM,7be1385699b5f77ff6,visadebit,696177,NOK,0
503,38864,CA,CA,roxie.palma@msn.com,17/10/2016 06:28 PM,7547127a71db11252f,visasignature,594337,AUD,0
504,54294,RO,RO,margarete.wadlow@aol.com,17/10/2016 07:31 PM,8c8c0dc5c2c72900fc,visahipotecario,148709,EUR,1
505,295014,CN,NO,trudie.iglesia@hotmail.com,17/10/2016 07:43 PM,e23fade961fcb04240,visacommercialpremiumdebit,541689,EUR,0
506,810508,NL,DE,herlinda.soltis@hotmail.com,17/10/2016 10:12 PM,4ce41bd554c0a1d758,mccorporate,148381,AUD,0
507,260196,UA,UA,lavenia.jaffee@msn.com,18/10/2016 12:35 AM,70f5f83d928761c1f5,mc_androidpay,975036,SEK,1
508,916654,FI,FI,lavenia.jaffee@msn.com,18/10/2016 12:49 AM,802553a2df52b7352a,maestro,984673,SEK,0
509,144415,BE,BE,beata.swanner@msn.com,18/10/2016 02:25 AM,64f704972e739f7933,mc,235855,GBP,0
510,227966,RO,RO,marta.nathaniel@yahoo.com,18/10/2016 02:36 AM,6fed3adc2287e1a05e,visaplatinum,587661,NOK,1
511,796047,NI,NI,jill.reza@gmail.com,18/10/2016 04:05 AM,b3fa1d37be8301ae28,visadankort,416048,AUD,0
512,363634,BE,BE,herlinda.soltis@msn.com,18/10/2016 04:27 AM,6f8029299198107d53,visapurchasingdebit,382918,CAD,0
513,885580,FI,FI,lera.moretti@msn.com,18/10/2016 04:30 AM,76da4ebc4160d256c9,visaclassic,138335,CAD,0
514,27096,NI,NI,wanda.pakele@aol.com,18/10/2016 05:16 AM,43f6c87feff8760171,maestrouk,601606,CAD,0
515,639246,FR,FR,douglass.moffit@aol.com,18/10/2016 06:29 AM,f535d92ac90ea2bc1d,mc_samsungpay,304531,AUD,0
516,641335,SE,SE,eliana.hackman@gmail.com,18/10/2016 06:30 AM,e2ad72b96ac9503cd1,visacommercialsuperpremiumcredit,644851,USD,0
517,249825,CA,CA,hoa.duffer@gmail.com,18/10/2016 07:37 AM,117ecfdf05a37e99be,vpay,516448,USD,0
518,293555,UA,UA,magen.valentin@hotmail.com,18/10/2016 07:38 AM,fe4e8b4e1c96acb92e,visacorporatedebit,879897,USD,1
519,221352,RO,RO,michael.fairfax@hotmail.com,18/10/2016 08:21 AM,56c42f2898f4c8aa2d,visacommercialpremiumdebit,235633,GBP,1
520,607184,CN,CN,lera.moretti@msn.com,18/10/2016 08:50 AM,6868881e9804dacdc0,mc_samsungpay,476880,GBP,0
521,382253,BE,BE,jill.reza@yahoo.com,18/10/2016 09:02 AM,64122d14f2e85e32f4,visafleetcredit,235145,USD,0
522,93549,NI,NI,millicent.marini@gmail.com,18/10/2016 09:59 AM,7dbde2e61140f39052,vpay,399005,USD,0
523,14581,UA,UA,pearl.letts@msn.com,18/10/2016 10:12 AM,302cef24d1c4089fb8,mcpremiumdebit,266251,GBP,0
524,552774,UA,UA,mallory.heyer@yahoo.com,18/10/2016 11:21 AM,1e98e38728b1fb108c,mc_androidpay,269234,CNY,0
525,67419,NI,NI,sydney.rusek@gmail.com,18/10/2016 02:03 PM,7eb24701696c96759f,mc_applepay,674090,SEK,0
526,992338,DE,DE,misty.havlik@yahoo.com,18/10/2016 02:05 PM,bf99fe0aae4c0c3627,electron,174267,SEK,0
527,410874,GB,GB,lon.witman@gmail.com,18/10/2016 02:19 PM,cf612854a51523c2a5,visaproprietary,132354,CAD,0
528,851046,UA,NL,rayford.vesey@gmail.com,18/10/2016 04:09 PM,db9fac8b078a894343,mccorporatecredit,525013,EUR,1
529,318529,CA,CA,ester.hooker@gmail.com,18/10/2016 05:15 PM,28d5df04bf104e09f5,visa_samsungpay,920507,NOK,1
530,980860,NO,NO,ester.hooker@gmail.com,18/10/2016 06:15 PM,01a50599d0637bb529,visaproprietary,493805,AUD,0
531,2150,BE,BE,lavenia.jaffee@aol.com,18/10/2016 06:17 PM,4b29b803ad63308bda,mccredit,895217,EUR,0
532,718401,CA,GB,magaret.franchi@hotmail.com,18/10/2016 07:09 PM,115e3afa6d78810e13,visasuperpremiumcredit,195759,CAD,0
533,993491,GB,GB,bernadette.schildgen@hotmail.com,18/10/2016 07:54 PM,49d788c3692880335f,mccredit,227720,AUD,0
534,236559,FR,FR,bryce.riffel@yahoo.com,18/10/2016 08:54 PM,d60b32ef9235e8c1f8,visaclassic,483962,AUD,0
535,304420,BE,BE,audrey.lentini@yahoo.com,18/10/2016 09:01 PM,5d02b1e12c7c359eb0,visaproprietary,551596,USD,0
536,79093,NO,NO,deirdre.jahns@hotmail.com,18/10/2016 10:50 PM,05922ba4949157979b,visapurchasingcredit,150387,SEK,0
537,745045,FR,FR,barbara.cullins@aol.com,19/10/2016 01:52 AM,270572d6d6f21bcfa1,amex_samsungpay,721430,GBP,0
538,804674,NI,NI,ester.hooker@aol.com,19/10/2016 02:25 AM,03af4d37be9f802d73,mcstandardcredit,716554,USD,0
539,547963,NI,BE,pearl.letts@aol.com,19/10/2016 02:54 AM,198918a5b409d619fb,mcstandarddebit,165127,USD,1
540,541668,CA,CA,claire.moir@hotmail.com,19/10/2016 05:28 AM,3987baebdc8c1c2398,visacommercialpremiumdebit,803487,CAD,0
541,372370,CN,CN,sherice.tims@yahoo.com,19/10/2016 05:39 AM,75b54270b10092ed3c,cirrus,656906,USD,0
542,209333,CN,CN,lera.moretti@msn.com,19/10/2016 05:45 AM,6868881e9804dacdc0,mc_samsungpay,476880,CAD,0
543,238931,BE,BE,audrey.lentini@yahoo.com,19/10/2016 06:36 AM,954bfd7af4c4c17a1d,amex_samsungpay,715385,SEK,0
544,443255,NO,NO,rodolfo.isabelle@msn.com,19/10/2016 07:47 AM,9fb295115ff160cd78,bcmc_mobile,828861,GBP,1
545,180154,US,US,toney.yale@yahoo.com,19/10/2016 08:38 AM,e8d25062d606ea08f5,travelmoney,408294,CAD,0
546,543467,BE,BE,chery.gateley@gmail.com,19/10/2016 09:45 AM,bf0a09eadefbfa3f74,mccorporatedebit,646869,NOK,0
547,655223,FR,FR,thomasena.sprayberry@msn.com,19/10/2016 10:56 AM,f98fee95bbe18339d1,visadebit,240724,CAD,0
548,21255,UA,UA,imogene.kasper@msn.com,19/10/2016 11:52 AM,0515b5832de056813f,mcpro,856924,AUD,1
549,120033,AU,AU,lieselotte.crichton@gmail.com,19/10/2016 11:55 AM,5b6b106296d5679805,visahipotecario,676502,EUR,0
550,371741,UA,UA,louvenia.regnier@yahoo.com,19/10/2016 12:23 PM,98f6c390106d317e30,visacredit,983176,NOK,0
551,367293,AU,FR,yesenia.hovland@aol.com,19/10/2016 12:39 PM,2ae1b98b8dfd877f39,mcpremiumcredit,262243,GBP,0
552,430995,BE,BE,judy.minix@aol.com,19/10/2016 12:40 PM,ccee87b809ae12d4ca,visastandardcredit,539649,AUD,0
553,59084,NI,NI,sydney.rusek@gmail.com,19/10/2016 12:55 PM,c0582a299046ecba00,visafleetcredit,752866,AUD,0
554,424763,CA,CA,hoa.duffer@msn.com,19/10/2016 03:15 PM,768cd00d71bc718e90,mccommercialpremiumcredit,861792,SEK,0
555,616448,UA,UA,cruz.oquinn@gmail.com,19/10/2016 04:22 PM,7f41e187e889a24f5f,visastandardcredit,550375,EUR,0
556,553561,US,US,lawanna.dauber@msn.com,19/10/2016 04:45 PM,7d0e9ba8ff9573602e,visadankort,751548,SEK,0
557,426597,US,US,gaynelle.beausoleil@aol.com,19/10/2016 04:59 PM,d39f5a79ca98bbf6f8,visafleetdebit,800028,AUD,0
558,388884,AU,AU,millicent.marini@yahoo.com,19/10/2016 05:06 PM,527bb24551ef381a53,visadebit,794061,NOK,0
559,203328,RO,RO,natasha.trader@msn.com,19/10/2016 06:38 PM,9c2f68d39d512ca988,mcstandarddebit,733954,AUD,0
560,94703,US,US,annamarie.ogle@msn.com,19/10/2016 06:50 PM,00fd049d20934fc8c4,visaalphabankbonus,325395,CNY,0
561,268887,NL,BE,thea.coughlin@gmail.com,19/10/2016 07:17 PM,a6768a4046039062e4,visaplatinum,752672,AUD,1
562,863294,NL,NL,barbara.cullins@aol.com,19/10/2016 07:35 PM,4d206b003a48571e54,mcsuperpremiumcredit,916527,CAD,0
563,151882,AU,AU,mallory.heyer@gmail.com,19/10/2016 08:39 PM,f175947392be6ae0ae,"bijcard, mccommercialdebit",151628,AUD,0
564,235398,SE,SE,ivy.rickenbacker@gmail.com,19/10/2016 08:42 PM,d78a4f92942536ddd9,mcsuperpremiumcredit,248993,NOK,0
565,261825,UA,UA,phil.moreau@yahoo.com,19/10/2016 08:54 PM,2945646d9666449953,visacommercialpremiumcredit,242412,EUR,0
566,428648,SE,SE,zoraida.durocher@aol.com,19/10/2016 09:09 PM,205ef7c8439682153d,visacommercialdebit,614674,USD,0
567,313573,NL,NL,kimi.hobby@yahoo.com,19/10/2016 11:07 PM,bff288bf0b78f0e8a1,visapurchasingdebit,413008,EUR,0
568,849487,RO,RO,alejandra.hollinger@gmail.com,19/10/2016 11:27 PM,1e234efdb031983f05,visadebit,306708,SEK,0
569,643971,BE,BE,wanda.pakele@msn.com,19/10/2016 11:30 PM,3af91cc2f463555856,visaclassic,649667,USD,0
570,165562,US,US,amado.shoulders@gmail.com,20/10/2016 01:32 AM,8aac0ae74ec2eaa37b,visacommercialpremiumcredit,366857,USD,0
571,847746,US,US,rubye.granado@yahoo.com,20/10/2016 02:50 AM,42cfd0042f4e7ec047,visaclassic,880254,EUR,0
572,69768,UA,UA,bryce.riffel@hotmail.com,20/10/2016 04:19 AM,6792ea8f22e600cd91,visapurchasingcredit,251918,USD,0
573,599196,AU,AU,thea.coughlin@hotmail.com,20/10/2016 05:14 AM,13ec12cb4d38f5b5db,cirrus,551394,AUD,0
574,834861,BE,BE,herlinda.soltis@msn.com,20/10/2016 05:46 AM,57c8196e3c85dcfc80,bcmc,235301,SEK,0
575,200589,AU,AU,jutta.festa@aol.com,20/10/2016 07:00 AM,9b1c76987ff5a50046,amex,798128,USD,0
576,614027,AU,AU,lissette.walrath@gmail.com,20/10/2016 07:29 AM,151955d098809a4bb6,visafleetdebit,366082,SEK,0
577,912875,RO,RO,teresa.hilgefort@gmail.com,20/10/2016 07:30 AM,1d2968f8ce0f8f6805,visadebit,135568,AUD,0
578,281875,CA,SE,carlo.auslander@gmail.com,20/10/2016 07:45 AM,498d79bce66b774dae,visasaraivacard,844539,EUR,0
579,930448,FR,FR,arla.foronda@yahoo.com,20/10/2016 07:51 AM,dbb017450f7dfae32d,visadebit,597180,NOK,0
580,998457,NI,NI,agatha.mcclendon@gmail.com,20/10/2016 08:41 AM,08b89e2d717e9c0495,visadebit,342457,EUR,0
581,279748,NI,AU,deirdre.jahns@yahoo.com,20/10/2016 09:13 AM,0b21458b8d37aff692,visabusiness,926706,SEK,0
582,983382,NI,NI,ester.hooker@aol.com,20/10/2016 10:45 AM,1d29c12ca8a9d9958b,visacredit,517263,GBP,0
583,996163,RO,RO,magaret.franchi@gmail.com,20/10/2016 10:55 AM,1452cb75c943962ac1,visacommercialsuperpremiumcredit,221159,GBP,0
584,912863,AU,AU,ouida.riegel@gmail.com,20/10/2016 10:59 AM,f7bd3a637903517fb6,mcpurchasingdebit,707112,NOK,0
585,508818,RO,RO,crissy.scoggins@gmail.com,20/10/2016 11:58 AM,df96c5b180d97a2be3,jcb,606591,EUR,0
586,611411,FI,FI,zoraida.durocher@yahoo.com,20/10/2016 12:05 PM,a18605654bd54007f0,mc,890011,NOK,0
587,433723,UA,CA,annamarie.ogle@aol.com,20/10/2016 01:28 PM,482562431dd0c2e461,visacommercialpremiumcredit,555868,CNY,1
588,147170,RO,DE,rashad.legendre@msn.com,20/10/2016 01:29 PM,501e5820b62d0e34f8,mcpurchasingdebit,334030,USD,1
589,760966,DE,DE,phil.moreau@gmail.com,20/10/2016 02:43 PM,a7dbe0eb9e90531608,mcdebit,194194,GBP,0
590,635673,US,DE,oda.schleich@msn.com,20/10/2016 03:51 PM,95290979496bc3fc25,visabusiness,690319,GBP,1
591,302279,CN,BE,rebecka.sedlak@gmail.com,20/10/2016 06:40 PM,b43952b14ebe304a5f,visastandarddebit,852711,USD,0
592,743491,NO,NO,jacki.ulm@yahoo.com,20/10/2016 09:47 PM,ef41b8ab156c91c984,visafleetcredit,998830,SEK,0
593,676436,CN,CN,conchita.brodeur@msn.com,20/10/2016 10:24 PM,90cbcaeb8efb4a9e6e,visacommercialpremiumcredit,919744,CNY,0
594,388641,GB,GB,carmine.mach@hotmail.com,20/10/2016 10:35 PM,01ad1f88dbd6ccfbf8,mccorporate,230123,GBP,0
595,761329,US,US,ester.hooker@hotmail.com,20/10/2016 10:43 PM,7af3bdcf655b16a52b,vpay,372054,SEK,0
596,298489,GB,GB,louvenia.regnier@aol.com,20/10/2016 11:32 PM,882a9b5e1d72bebb3c,visa,875804,CAD,0
597,10717,FR,FR,wilton.krejci@msn.com,21/10/2016 12:30 AM,56dbfb67dc8fe0a450,electron,944876,EUR,0
598,4706,BE,RO,fernando.canney@gmail.com,21/10/2016 02:19 AM,2e171606a0167b2688,"bijcard, mccommercialdebit",649732,CAD,0
599,337243,NL,NL,herlinda.soltis@hotmail.com,21/10/2016 02:59 AM,1a59d485f4f6802a2f,visacommercialcredit,927093,GBP,0
600,563532,FR,FR,mallory.heyer@yahoo.com,21/10/2016 03:03 AM,df0ad9abaabe41527e,visabusiness,137169,AUD,1
601,730727,FR,FR,mallory.heyer@yahoo.com,21/10/2016 03:03 AM,03b53e2c6bf44bd056,visaalphabankbonus,749957,GBP,1
602,361661,FR,FR,mallory.heyer@yahoo.com,21/10/2016 03:04 AM,df0ad9abaabe41527e,visabusiness,137169,NOK,1
603,575462,FR,FR,mallory.heyer@yahoo.com,21/10/2016 03:04 AM,df0ad9abaabe41527e,visabusiness,137169,AUD,1
604,523191,FR,FR,mallory.heyer@yahoo.com,21/10/2016 03:04 AM,df0ad9abaabe41527e,visabusiness,137169,GBP,1
605,481818,FR,FR,mallory.heyer@yahoo.com,21/10/2016 03:05 AM,03b53e2c6bf44bd056,visaalphabankbonus,749957,CNY,1
